filepath,speaker,label,dataset
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_uo1HFZGW-J0_001__8a0149e1e0.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_uo1HFZGW-J0_002__39895503d3.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_uo1HFZGW-J0_003__1c21753f37.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_uo1HFZGW-J0_004__331c079a7a.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_uo1HFZGW-J0_005__c5cefdc37e.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_uo1HFZGW-J0_006__d091b325af.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_fTL27ozwKF4_001__d76a728a35.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_fTL27ozwKF4_002__4f39e85344.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_ckcxOKcC-9U_001__fdfd8945c1.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Gregory_Campbell_Democratic_Unionist_Party_East_Londonderry_ckcxOKcC-9U_002__f600d88d06.wav,Gregory Campbell,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_leGc7cbvc-o_001__6a40b31e34.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_leGc7cbvc-o_002__dddedf0947.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_leGc7cbvc-o_003__d74612b406.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_leGc7cbvc-o_004__5746c64d1c.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_leGc7cbvc-o_005__029e6640ae.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_EPAbG5ohP70_001__7318e93868.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_EPAbG5ohP70_002__da3c3c62e1.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_EPAbG5ohP70_003__b75f74d35f.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_EfzlKWxUblo_001__a409689262.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pat_Cullen_Sinn_Fein_Fermanagh_and_South_Tyrone_EfzlKWxUblo_002__05f4c2f3d6.wav,Pat Cullen,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_001__8efd3282ee.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_002__10faf9f8ac.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_003__04cb6533d0.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_004__328c4a1523.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_005__c168874592.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_006__334140c831.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_007__035a222e44.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_008__b01aa212bb.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_009__73f6101ff5.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_010__5bac56f1d5.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_011__a9db330f8b.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_012__93a5f7b933.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_013__928f20eef8.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_014__bf8c347dec.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6x4CgZajaAQ_015__cee2523ced.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_q2AhX8Lfb4g_001__df3f3c83bb.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_q2AhX8Lfb4g_002__dc7d042a4b.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_q2AhX8Lfb4g_003__bd37952eac.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6SnoP5Kois4_001__cfb2533c9e.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6SnoP5Kois4_003__c733c089ae.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6SnoP5Kois4_004__51cf0d8da4.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_6SnoP5Kois4_005__eab53b68bd.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_KGouKmaoSXk_001__f75a552761.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_W1kHHCsa6vA_001__d42710ca3c.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_W1kHHCsa6vA_002__a34b871f75.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_MG5ukWKNP-c_001__1b2d4b08c2.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_-pghPfyL0i8_001__08dfc44b87.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_-pghPfyL0i8_003__d5518351d8.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_-pghPfyL0i8_004__b89399b14b.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_-pghPfyL0i8_005__ca2592d462.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_-pghPfyL0i8_006__16a6ed2764.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Colum_Eastwood_Social_Democratic__Labour_Party_Foyle_-pghPfyL0i8_007__832881b925.wav,Colum Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_VgURXYpsYqw_001__2f1747ae55.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_VgURXYpsYqw_002__b748608cfa.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_VgURXYpsYqw_003__b55ac0d5d5.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_MNH2JybK5qI_001__56d1d7d819.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_MNH2JybK5qI_002__e739714e96.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_MNH2JybK5qI_003__761e84add6.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_aZkrjRLLrSs_001__d8931cc37d.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_aZkrjRLLrSs_002__e51bc2b21e.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_aZkrjRLLrSs_004__09ebb1c864.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_wg3FPNXO2YE_001__187134b9ad.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_wg3FPNXO2YE_002__6e286bdcde.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_001__6499ae62cd.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_002__d6652ab539.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_003__dcafd0c222.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_004__c56111be96.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_005__f02623bd6e.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_006__8c0e7dbd52.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_007__6729ff1016.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_008__aaec15c0b0.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_009__7471daaac1.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_010__8a8fe01ff7.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_011__665588fbac.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Sorcha_Eastwood_Alliance_Lagan_Valley_poptU0ZkL9o_012__29ec0b587c.wav,Sorcha Eastwood,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Cathal_Mallaghan_Sinn_Fein_Mid_Ulster_rjkYscxAK3o_001__49bb402f5e.wav,Cathal Mallaghan,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Cathal_Mallaghan_Sinn_Fein_Mid_Ulster_rjkYscxAK3o_002__87030f657c.wav,Cathal Mallaghan,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Cathal_Mallaghan_Sinn_Fein_Mid_Ulster_rjkYscxAK3o_003__76c9b3cb0a.wav,Cathal Mallaghan,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Cathal_Mallaghan_Sinn_Fein_Mid_Ulster_rjkYscxAK3o_004__2f8dab01fb.wav,Cathal Mallaghan,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_gQaMqh-lh3k_001__0de1eddccb.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_gQaMqh-lh3k_002__9c408e45a1.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_gQaMqh-lh3k_003__4be9692b2e.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_t9WNj5q10ak_001__eda500c544.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_t9WNj5q10ak_002__2f33c2becc.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_1LmxHWt6NMk_001__cf3da4e157.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_1LmxHWt6NMk_002__e9c1792031.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_1LmxHWt6NMk_003__75b34187b2.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_1LmxHWt6NMk_004__d4368b1b33.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_1LmxHWt6NMk_006__308232fe87.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_9vQKTc2uNk4_001__51aa7a203e.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_9vQKTc2uNk4_002__a83e85cfa5.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_9vQKTc2uNk4_003__dffc9d1729.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Jim_Allister_Traditional_Unionist_Voice_Newry_and_Armagh_9vQKTc2uNk4_004__461e4be07b.wav,Jim Allister,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_sc_HAE5QaN4_001__8b2ab81c9c.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_sc_HAE5QaN4_002__6e03a2acde.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_jdPUMFXJ3_c_001__26cdfcac8e.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_jdPUMFXJ3_c_002__1965e3a005.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_jdPUMFXJ3_c_003__0571114f81.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_jdPUMFXJ3_c_004__d70d74fcf9.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_jdPUMFXJ3_c_005__e483817d76.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_jdPUMFXJ3_c_006__be026d7193.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_jdPUMFXJ3_c_007__2a3aab2616.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_jdPUMFXJ3_c_008__a0bd259fb6.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_001__9d86d483ca.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_002__7abe543df2.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_003__3ac53c3f6b.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_004__19cab8bb4b.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_005__1cda6b1521.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_006__aa498d17c1.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_007__8116fe55f9.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_008__218d8ff5f6.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_009__c33bdc1f24.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_010__4eb1df026e.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_011__edda221f03.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_012__29849fe8aa.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_7Ay_lfLl3Fc_013__2707fb4a2c.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_001__99c81c68aa.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_002__cbde4b2da9.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_003__deb92634af.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_004__fc1f716767.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_005__1ba03c2128.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_006__7d73b9a909.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_007__7c796a046d.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_008__554acbab02.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_009__59aeb5a0e1.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_010__258dac0564.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_011__bcdbfd6bfc.wav,Alex Easton,Ulster,NI
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Alex_Easton_Independent_North_Down_fxMUOjNQ8As_012__453f23b522.wav,Alex Easton,Ulster,NI
